waktu;posisi;volume_kendaraan_lolos;kapaistas_jalan;derajat_kejenuhan;red_detik;level_of_service
15:00-16:00;Timur;673;2671;0,251965556;286;0
15:00-16:00;Barat;579;2671;0,216772744;286;0
15:00-16:00;Utara;1430;2514;0,568814638;286;0
15:00-16:00;Selatan;1538;943;1,630965005;286;1
15:15-16:15;Timur;738;2671;0,276301011;286;0
15:15-16:15;Barat;852;2671;0,318981655;286;0
15:15-16:15;Utara;1402;2514;0,557677009;286;0
15:15-16:15;Selatan;1759;943;1,865323436;286;1
15:30-16:30;Timur;728;2671;0,272557095;286;0
15:30-16:30;Barat;582;2671;0,217895919;286;0
15:30-16:30;Utara;984;2514;0,391408115;286;0
15:30-16:30;Selatan;1290;943;1,367974549;286;1
15:45-16:45;Timur;683;2671;0,255709472;286;0
15:45-16:45;Barat;202;2671;0,075627106;286;0
15:45-16:45;Utara;1020;2514;0,405727924;286;0
15:45-16:45;Selatan;1431;943;1,517497349;286;1
16:00-17:00;Timur;639;2671;0,239236241;286;0
16:00-17:00;Barat;398;2671;0,149007862;286;0
16:00-17:00;Utara;924;2514;0,367541766;286;0
16:00-17:00;Selatan;1672;943;1,773064687;286;1
07:00-08:00;Timur;896;2617;0,342376767;286;0
07:00-08:00;Barat;785;2671;0,293897417;286;0
07:00-08:00;Utara;1793;2514;0,713206046;286;0
07:00-08:00;Selatan;1629;943;1,727465536;286;1
07:15-08:15;Timur;832;2671;0,311493823;286;0
07:15-08:15;Barat;629;2671;0,235492325;286;0
07:15-08:15;Utara;1893;2514;0,752983294;286;1
07:15-08:15;Selatan;1032;943;1,094379639;286;1
07:30-08:30;Timur;847;2671;0,317109697;286;0
07:30-08:30;Barat;741;2671;0,277424186;286;0
07:30-08:30;Utara;1783;2514;0,709228321;286;0
07:30-08:30;Selatan;1537;943;1,62990456;286;1
07:45-08:45;Timur;562;2671;0,210408087;286;0
07:45-08:45;Barat;469;2671;0,175589667;286;0
07:45-08:45;Utara;743;2514;0,295544948;286;0
07:45-08:45;Selatan;1202;943;1,274655355;286;1
08:00-09:00;Timur;782;2671;0,292774242;286;0
08:00-09:00;Barat;592;2671;0,221639835;286;0
08:00-09:00;Utara;947;2514;0,376690533;286;0
08:00-09:00;Selatan;1328;943;1,408271474;286;1
12:00-13:00;Timur;600;2671;0,224634968;286;0
12:00-13:00;Barat;593;2671;0,222014227;286;0
12:00-13:00;Utara;1005;2514;0,399761337;286;0
12:00-13:00;Selatan;1114;943;1,181336161;286;1
12:15-13:15;Timur;783;2671;0,293148633;286;0
12:15-13:15;Barat;842;2671;0,315237739;286;0
12:15-13:15;Utara;985;2514;0,391805887;286;0
12:15-13:15;Selatan;1133;943;1,201484624;286;1
12:30-13:30;Timur;421;2671;0,157618869;286;0
12:30-13:30;Barat;502;2671;0,18794459;286;0
12:30-13:30;Utara;983;2514;0,391010342;286;0
12:30-13:30;Selatan;1130;943;1,198303287;286;1
12:45-13:45;Timur;462;2671;0,172968925;286;0
12:45-13:45;Barat;507;2671;0,189816548;286;0
12:45-13:45;Utara;928;2514;0,369132856;286;0
12:45-13:45;Selatan;1304;943;1,382820785;286;1
13:00-14:00;Timur;274;2671;0,102583302;286;0
13:00-14:00;Barat;297;2671;0,111194309;286;0
13:00-14:00;Utara;683;2514;0,2716786;286;0
13:00-14:00;Selatan;1001;943;1,061505832;286;1
15:00-16:00;Timur;542;2671;0,202920255;286;0
15:00-16:00;Barat;243;2671;0,090977162;286;0
15:00-16:00;Utara;915;2514;0,363961814;286;0
15:00-16:00;Selatan;1392;943;1,476139979;286;1
15:15-16:15;Timur;738;2671;0,276301011;286;0
15:15-16:15;Barat;679;2671;0,254211906;286;0
15:15-16:15;Utara;1140;2514;0,453460621;286;0
15:15-16:15;Selatan;1279;943;1,35630965;286;1
15:30-16:30;Timur;645;2671;0,241482591;286;0
15:30-16:30;Barat;691;2671;0,258704605;286;0
15:30-16:30;Utara;1420;2514;0,564836913;286;0
15:30-16:30;Selatan;1497;943;1,587486744;286;1
15:45-16:45;Timur;492;2671;0,184200674;286;0
15:45-16:45;Barat;682;2671;0,25533508;286;0
15:45-16:45;Utara;1041;2514;0,414081146;286;0
15:45-16:45;Selatan;1490;943;1,580063627;286;1
16:00-17:00;Timur;372;2671;0,13927368;286;0
16:00-17:00;Barat;511;2671;0,191314115;286;0
16:00-17:00;Utara;743;2514;0,295544948;286;0
16:00-17:00;Selatan;1200;943;1,272534464;286;1
07.00-08.00;timur;340;2671;0,127293149;286;0
07.00-08.00;barat;398;2671;0,149007862;286;0
07.00-08.00;utara;682;2514;0,271280827;286;0
07.00-08.00;selatan;1020;943;1,081654295;286;1
07.15-08.15;timur;782;2671;0,292774242;286;0
07.15-08.15;barat;792;2671;0,296518158;286;0
07.15-08.15;utara;1136;2514;0,451869531;286;0
07.15-08.15;selatan;1524;943;1,61611877;286;1
07.30-08.30;timur;572;2671;0,214152003;286;0
07.30-08.30;barat;469;2671;0,175589667;286;0
07.30-08.30;utara;984;2514;0,391408115;286;0
07.30-08.30;selatan;1372;943;1,454931071;286;1
07.45-08.45;timur;692;2671;0,259078997;286;0
07.45-08.45;barat;563;2671;0,210782478;286;0
07.45-08.45;utara;1036;2514;0,412092283;286;0
07.45-08.45;selatan;1253;943;1,32873807;286;1
08.00-09.00;timur;678;2671;0,253837514;286;0
08.00-09.00;barat;539;2671;0,20179708;286;0
08.00-09.00;utara;846;2514;0,336515513;286;0
08.00-09.00;selatan;1400;943;1,484623542;286;1
12.00-13.00;timur;399;2671;0,149382254;286;0
12.00-13.00;barat;582;2671;0,217895919;286;0
12.00-13.00;utara;927;2514;0,368735084;286;0
12.00-13.00;selatan;1201;943;1,27359491;286;1
12.15-13.15;timur;683;2671;0,255709472;286;0
12.15-13.15;barat;782;2671;0,292774242;286;0
12.15-13.15;utara;1360;2514;0,540970565;286;0
12.15-13.15;selatan;1583;943;1,678685048;286;1
12.30-13.30;timur;592;2671;0,221639835;286;0
12.30-13.30;barat;633;2671;0,236989891;286;0
12.30-13.30;utara;1032;2514;0,410501193;286;0
12.30-13.30;selatan;1492;943;1,582184517;286;1
12.45-13.45;timur;542;2671;0,202920255;286;0
12.45-13.45;barat;672;2671;0,251591164;286;0
12.45-13.45;utara;983;2514;0,391010342;286;0
12.45-13.45;selatan;1209;943;1,282078473;286;1
13.00-14.00;timur;219;2671;0,081991763;286;0
13.00-14.00;barat;362;2671;0,135529764;286;0
13.00-14.00;utara;518;2514;0,206046142;286;0
13.00-14.00;selatan;1388;943;1,471898197;286;1
15.00-16.00;timur;364;2671;0,136278547;286;0
15.00-16.00;barat;485;2671;0,181579933;286;0
15.00-16.00;utara;793;2514;0,315433572;286;0
15.00-16.00;selatan;1524;943;1,61611877;286;1
15.15-16.15;timur;674;2671;0,252339948;286;0
15.15-16.15;barat;739;2671;0,276675402;286;0
15.15-16.15;utara;1203;2514;0,478520286;286;0
15.15-16.15;selatan;1652;943;1,751855779;286;1
15.30-16.30;timur;439;2671;0,164357918;286;0
15.30-16.30;barat;562;2671;0,210408087;286;0
15.30-16.30;utara;2798;2514;1,112967383;286;1
15.30-16.30;selatan;1846;943;1,957582185;286;1
15.45-16.45;timur;743;2671;0,278172969;286;0
15.45-16.45;barat;884;2671;0,330962186;286;0
15.45-16.45;utara;2031;2514;0,807875895;286;1
15.45-16.45;selatan;1742;943;1,847295864;286;1
16.00-17.00;timur;532;2671;0,199176338;286;0
16.00-17.00;barat;642;2671;0,240359416;286;0
16.00-17.00;utara;1893;2514;0,752983294;286;1
16.00-17.00;selatan;1642;943;1,741251326;286;1
07.00-08.00;timur;679;2671;0,254211906;286;0
07.00-08.00;barat;723;2671;0,270685137;286;0
07.00-08.00;utara;1468;2514;0,583929992;286;0
07.00-08.00;selatan;1179;943;1,250265111;286;1
07.15-08.15;timur;521;2671;0,195058031;286;0
07.15-08.15;barat;592;2671;0,221639835;286;0
07.15-08.15;utara;937;2514;0,372712808;286;0
07.15-08.15;selatan;1362;943;1,444326617;286;1
07.30-08.30;timur;183;2671;0,068513665;286;0
07.30-08.30;barat;328;2671;0,122800449;286;0
07.30-08.30;utara;988;2514;0,392999204;286;0
07.30-08.30;selatan;1520;943;1,611876988;286;1
07.45-08.45;timur;320;2671;0,119805316;286;0
07.45-08.45;barat;582;2671;0,217895919;286;0
07.45-08.45;utara;832;2514;0,330946698;286;0
07.45-08.45;selatan;1362;943;1,444326617;286;1
08.00-09.00;timur;214;2671;0,080119805;286;0
08.00-09.00;barat;459;2671;0,171845751;286;0
08.00-09.00;utara;623;2514;0,247812251;286;0
08.00-09.00;selatan;1083;943;1,148462354;286;1
12.00-13.00;timur;597;2671;0,223511793;286;0
12.00-13.00;barat;754;2671;0,282291277;286;0
12.00-13.00;utara;1620;2514;0,644391408;286;0
12.00-13.00;selatan;1593;943;1,689289502;286;1
12.15-13.15;timur;438;2671;0,163983527;286;0
12.15-13.15;barat;527;2671;0,19730438;286;0
12.15-13.15;utara;989;2514;0,393396977;286;0
12.15-13.15;selatan;1382;943;1,465535525;286;1
12.30-13.30;timur;382;2671;0,143017596;286;0
12.30-13.30;barat;298;2671;0,111568701;286;0
12.30-13.30;utara;873;2514;0,34725537;286;0
12.30-13.30;selatan;1042;943;1,104984093;286;1
12.45-13.45;timur;124;2671;0,04642456;286;0
12.45-13.45;barat;482;2671;0,180456758;286;0
12.45-13.45;utara;733;2514;0,291567224;286;0
12.45-13.45;selatan;1294;943;1,372216331;286;1
13.00-14.00;timur;589;2671;0,22051666;286;0
13.00-14.00;barat;783;2671;0,293148633;286;0
13.00-14.00;utara;2001;2514;0,795942721;286;1
13.00-14.00;selatan;1642;943;1,741251326;286;1
15.00-16.00;timur;327;2671;0,122426058;286;0
15.00-16.00;barat;759;2671;0,284163235;286;0
15.00-16.00;utara;1352;2514;0,537788385;286;0
15.00-16.00;selatan;1469;943;1,557794274;286;1
15.15-16.15;timur;483;2671;0,180831149;286;0
15.15-16.15;barat;627;2671;0,234743542;286;0
15.15-16.15;utara;988;2514;0,392999204;286;0
15.15-16.15;selatan;1421;943;1,506892895;286;1
15.30-16.30;timur;678;2671;0,253837514;286;0
15.30-16.30;barat;782;2671;0,292774242;286;0
15.30-16.30;utara;1786;2514;0,710421639;286;0
15.30-16.30;selatan;1837;943;1,948038176;286;1
15.45-16.45;timur;725;2671;0,27143392;286;0
15.45-16.45;barat;853;2671;0,319356046;286;0
15.45-16.45;utara;1799;2514;0,715592681;286;0
15.45-16.45;selatan;1852;943;1,963944857;286;1
16.00-17.00;timur;863;2671;0,323099963;286;0
16.00-17.00;barat;1042;2671;0,390116061;286;0
16.00-17.00;utara;2193;2514;0,872315036;286;1
16.00-17.00;selatan;1725;943;1,829268293;286;1
07.00-08.00;timur;658;2671;0,246349682;286;0
07.00-08.00;barat;783;2671;0,293148633;286;0
07.00-08.00;utara;1653;2514;0,6575179;286;0
07.00-08.00;selatan;1739;943;1,844114528;286;1
07.15-08.15;timur;458;2671;0,171471359;286;0
07.15-08.15;barat;628;2671;0,235117933;286;0
07.15-08.15;utara;984;2514;0,391408115;286;0
07.15-08.15;selatan;1639;943;1,738069989;286;1
07.30-08.30;timur;382;2671;0,143017596;286;0
07.30-08.30;barat;356;2671;0,133283414;286;0
07.30-08.30;utara;894;2514;0,355608592;286;0
07.30-08.30;selatan;1732;943;1,83669141;286;1
07.45-08.45;timur;258;2671;0,096593036;286;0
07.45-08.45;barat;439;2671;0,164357918;286;0
07.45-08.45;utara;982;2514;0,39061257;286;0
07.45-08.45;selatan;1528;943;1,620360551;286;1
08.00-09.00;timur;267;2671;0,099962561;286;0
08.00-09.00;barat;451;2671;0,168850618;286;0
08.00-09.00;utara;671;2514;0,26690533;286;0
08.00-09.00;selatan;1623;943;1,721102863;286;1
12.00-13.00;timur;567;2671;0,212280045;286;0
12.00-13.00;barat;978;2671;0,366154998;286;0
12.00-13.00;utara;1629;2514;0,64797136;286;0
12.00-13.00;selatan;1986;943;2,106044539;286;1
12.15-13.15;timur;452;2671;0,169225009;286;0
12.15-13.15;barat;562;2671;0,210408087;286;0
12.15-13.15;utara;1178;2514;0,468575975;286;0
12.15-13.15;selatan;1638;943;1,737009544;286;1
12.30-13.30;timur;562;2671;0,210408087;286;0
12.30-13.30;barat;613;2671;0,229502059;286;0
12.30-13.30;utara;1201;2514;0,477724741;286;0
12.30-13.30;selatan;1523;943;1,615058324;286;1
12.45-13.45;timur;465;2671;0,1740921;286;0
12.45-13.45;barat;672;2671;0,251591164;286;0
12.45-13.45;utara;1193;2514;0,474542562;286;0
12.45-13.45;selatan;1539;943;1,632025451;286;1
13.00-14.00;timur;359;2671;0,134406589;286;0
13.00-14.00;barat;492;2671;0,184200674;286;0
13.00-14.00;utara;820;2514;0,326173429;286;0
13.00-14.00;selatan;1247;943;1,322375398;286;1
15.00-16.00;timur;372;2671;0,13927368;286;0
15.00-16.00;barat;561;2671;0,210033695;286;0
15.00-16.00;utara;1472;2514;0,585521082;286;0
15.00-16.00;selatan;1730;943;1,83457052;286;1
15.15-16.15;timur;432;2671;0,161737177;286;0
15.15-16.15;barat;523;2671;0,195806814;286;0
15.15-16.15;utara;734;2514;0,291964996;286;0
15.15-16.15;selatan;1023;943;1,084835631;286;1
15.30-16.30;timur;367;2671;0,137401722;286;0
15.30-16.30;barat;491;2671;0,183826282;286;0
15.30-16.30;utara;628;2514;0,249801114;286;0
15.30-16.30;selatan;1728;943;1,832449629;286;1
15.45-16.45;timur;569;2671;0,213028828;286;0
15.45-16.45;barat;722;2671;0,270310745;286;0
15.45-16.45;utara;1492;2514;0,593476531;286;0
15.45-16.45;selatan;1793;943;1,901378579;286;1
16.00-17.00;timur;593;2671;0,222014227;286;0
16.00-17.00;barat;785;2671;0,293897417;286;0
16.00-17.00;utara;1367;2514;0,543754972;286;0
16.00-17.00;selatan;1734;943;1,838812301;286;1
07.00-08.00;timur;672;2671;0,251591164;286;0
07.00-08.00;barat;783;2671;0,293148633;286;0
07.00-08.00;utara;2572;2514;1,023070804;286;1
07.00-08.00;selatan;1562;943;1,656415695;286;1
07.15-08.15;timur;258;2671;0,096593036;286;0
07.15-08.15;barat;345;2671;0,129165107;286;0
07.15-08.15;utara;976;2514;0,388225935;286;0
07.15-08.15;selatan;1235;943;1,309650053;286;1
07.30-08.30;timur;275;2671;0,102957694;286;0
07.30-08.30;barat;482;2671;0,180456758;286;0
07.30-08.30;utara;671;2514;0,26690533;286;0
07.30-08.30;selatan;1032;943;1,094379639;286;1
07.45-08.45;timur;452;2671;0,169225009;286;0
07.45-08.45;barat;752;2671;0,281542493;286;0
07.45-08.45;utara;1986;2514;0,789976134;286;1
07.45-08.45;selatan;1528;943;1,620360551;286;1
08.00-09.00;timur;378;2671;0,14152003;286;0
08.00-09.00;barat;271;2671;0,101460127;286;0
08.00-09.00;utara;672;2514;0,267303103;286;0
08.00-09.00;selatan;1367;943;1,449628844;286;1
12.00-13.00;timur;672;2671;0,251591164;286;0
12.00-13.00;barat;763;2671;0,285660801;286;0
12.00-13.00;utara;1782;2514;0,708830549;286;0
12.00-13.00;selatan;1872;943;1,985153765;286;1
12.15-13.15;timur;432;2671;0,161737177;286;0
12.15-13.15;barat;617;2671;0,230999626;286;0
12.15-13.15;utara;782;2514;0,311058075;286;0
12.15-13.15;selatan;1235;943;1,309650053;286;1
12.30-13.30;timur;378;2671;0,14152003;286;0
12.30-13.30;barat;518;2671;0,193934856;286;0
12.30-13.30;utara;722;2514;0,287191726;286;0
12.30-13.30;selatan;1289;943;1,366914104;286;1
12.45-13.45;timur;258;2671;0,096593036;286;0
12.45-13.45;barat;462;2671;0,172968925;286;0
12.45-13.45;utara;791;2514;0,314638027;286;0
12.45-13.45;selatan;1320;943;1,399787911;286;1
13.00-14.00;timur;287;2671;0,107450393;286;0
13.00-14.00;barat;490;2671;0,183451891;286;0
13.00-14.00;utara;571;2514;0,227128083;286;0
13.00-14.00;selatan;1190;943;1,261930011;286;1
15.00-16.00;timur;398;2671;0,149007862;286;0
15.00-16.00;barat;567;2671;0,212280045;286;0
15.00-16.00;utara;975;2514;0,387828162;286;0
15.00-16.00;selatan;1572;943;1,667020148;286;1
15.15-16.15;timur;567;2671;0,212280045;286;0
15.15-16.15;barat;428;2671;0,160239611;286;0
15.15-16.15;utara;1193;2514;0,474542562;286;0
15.15-16.15;selatan;1437;943;1,523860021;286;1
15.30-16.30;timur;432;2671;0,161737177;286;0
15.30-16.30;barat;534;2671;0,199925122;286;0
15.30-16.30;utara;864;2514;0,343675418;286;0
15.30-16.30;selatan;1320;943;1,399787911;286;1
15.45-16.45;timur;467;2671;0,174840884;286;0
15.45-16.45;barat;789;2671;0,295394983;286;0
15.45-16.45;utara;842;2514;0,334924423;286;0
15.45-16.45;selatan;1438;943;1,524920467;286;1
16.00-17.00;timur;562;2671;0,210408087;286;0
16.00-17.00;barat;874;2671;0,32721827;286;0
16.00-17.00;utara;1375;2514;0,546937152;286;0
16.00-17.00;selatan;1730;943;1,83457052;286;1
07.00-08.00;timur;572;2671;0,214152003;286;0
07.00-08.00;barat;346;2671;0,129539498;286;0
07.00-08.00;utara;781;2514;0,310660302;286;0
07.00-08.00;selatan;1631;943;1,729586426;286;1
07.15-08.15;timur;351;2671;0,131411456;286;0
07.15-08.15;barat;264;2671;0,098839386;286;0
07.15-08.15;utara;683;2514;0,2716786;286;0
07.15-08.15;selatan;1244;943;1,319194062;286;1
07.30-08.30;timur;216;2671;0,080868589;286;0
07.30-08.30;barat;568;2671;0,212654437;286;0
07.30-08.30;utara;987;2514;0,392601432;286;0
07.30-08.30;selatan;1293;943;1,371155885;286;1
07.45-08.45;timur;313;2671;0,117184575;286;0
07.45-08.45;barat;492;2671;0,184200674;286;0
07.45-08.45;utara;984;2514;0,391408115;286;0
07.45-08.45;selatan;1370;943;1,45281018;286;1
08.00-09.00;timur;281;2671;0,105204043;286;0
08.00-09.00;barat;451;2671;0,168850618;286;0
08.00-09.00;utara;562;2514;0,22354813;286;0
08.00-09.00;selatan;1198;943;1,270413574;286;1
12.00-13.00;timur;761;2671;0,284912018;286;0
12.00-13.00;barat;545;2671;0,204043429;286;0
12.00-13.00;utara;1275;2514;0,507159905;286;0
12.00-13.00;selatan;1680;943;1,78154825;286;1
12.15-13.15;timur;567;2671;0,212280045;286;0
12.15-13.15;barat;451;2671;0,168850618;286;0
12.15-13.15;utara;1172;2514;0,46618934;286;0
12.15-13.15;selatan;1542;943;1,635206787;286;1
12.30-13.30;timur;212;2671;0,079371022;286;0
12.30-13.30;barat;382;2671;0,143017596;286;0
12.30-13.30;utara;793;2514;0,315433572;286;0
12.30-13.30;selatan;1042;943;1,104984093;286;1
12.45-13.45;timur;610;2671;0,228378884;286;0
12.45-13.45;barat;295;2671;0,110445526;286;0
12.45-13.45;utara;1176;2514;0,46778043;286;0
12.45-13.45;selatan;1261;943;1,337221633;286;1
13.00-14.00;timur;257;2671;0,096218645;286;0
13.00-14.00;barat;570;2671;0,21340322;286;0
13.00-14.00;utara;966;2514;0,38424821;286;0
13.00-14.00;selatan;1537;943;1,62990456;286;1
15.00-16.00;timur;452;2671;0,169225009;286;0
15.00-16.00;barat;671;2671;0,251216773;286;0
15.00-16.00;utara;1247;2514;0,496022275;286;0
15.00-16.00;selatan;1562;943;1,656415695;286;1
15.15-16.15;timur;432;2671;0,161737177;286;0
15.15-16.15;barat;234;2671;0,087607638;286;0
15.15-16.15;utara;562;2514;0,22354813;286;0
15.15-16.15;selatan;1342;943;1,423117709;286;1
15.30-16.30;timur;542;2671;0,202920255;286;0
15.30-16.30;barat;762;2671;0,28528641;286;0
15.30-16.30;utara;765;2514;0,304295943;286;0
15.30-16.30;selatan;1562;943;1,656415695;286;1
15.45-16.45;timur;582;2671;0,217895919;286;0
15.45-16.45;barat;671;2671;0,251216773;286;0
15.45-16.45;utara;973;2514;0,387032617;286;0
15.45-16.45;selatan;1620;943;1,717921527;286;1
16.00-17.00;timur;569;2671;0,213028828;286;0
16.00-17.00;barat;789;2671;0,295394983;286;0
16.00-17.00;utara;1450;2514;0,576770088;286;0
16.00-17.00;selatan;1275;943;1,352067869;286;1
07.00-08.00;timur;6112;2671;2,288281542;286;1
07.00-08.00;barat;208;2671;0,077873456;286;0
07.00-08.00;utara;968;2514;0,385043755;286;0
07.00-08.00;selatan;1422;943;1,50795334;286;1
07.15-08.15;timur;1030;2671;0,385623362;286;0
07.15-08.15;barat;664;2671;0,248596031;286;0
07.15-08.15;utara;1894;2514;0,753381066;286;1
07.15-08.15;selatan;1626;943;1,724284199;286;1
07.30-08.30;timur;329;2671;0,123174841;286;0
07.30-08.30;barat;452;2671;0,169225009;286;0
07.30-08.30;utara;1336;2514;0,531424025;286;0
07.30-08.30;selatan;1452;943;1,539766702;286;1
07.45-08.45;timur;278;2671;0,104080869;286;0
07.45-08.45;barat;365;2671;0,136652939;286;0
07.45-08.45;utara;956;2514;0,380270485;286;0
07.45-08.45;selatan;1762;943;1,868504772;286;1
08.00-09.00;timur;452;2671;0,169225009;286;0
08.00-09.00;barat;321;2671;0,120179708;286;0
08.00-09.00;utara;762;2514;0,303102625;286;0
08.00-09.00;selatan;1452;943;1,539766702;286;1
12.00-13.00;timur;563;2671;0,210782478;286;0
12.00-13.00;barat;782;2671;0,292774242;286;0
12.00-13.00;utara;1347;2514;0,535799523;286;0
12.00-13.00;selatan;1592;943;1,688229056;286;1
12.15-13.15;timur;345;2671;0,129165107;286;0
12.15-13.15;barat;452;2671;0,169225009;286;0
12.15-13.15;utara;1032;2514;0,410501193;286;0
12.15-13.15;selatan;1355;943;1,436903499;286;1
12.30-13.30;timur;573;2671;0,214526395;286;0
12.30-13.30;barat;299;2671;0,111943092;286;0
12.30-13.30;utara;1199;2514;0,476929196;286;0
12.30-13.30;selatan;1281;943;1,358430541;286;1
12.45-13.45;timur;313;2671;0,117184575;286;0
12.45-13.45;barat;452;2671;0,169225009;286;0
12.45-13.45;utara;984;2514;0,391408115;286;0
12.45-13.45;selatan;1231;943;1,305408271;286;1
13.00-14.00;timur;287;2671;0,107450393;286;0
13.00-14.00;barat;451;2671;0,168850618;286;0
13.00-14.00;utara;678;2514;0,269689737;286;0
13.00-14.00;selatan;1765;943;1,871686108;286;1
15.00-16.00;timur;362;2671;0,135529764;286;0
15.00-16.00;barat;543;2671;0,203294646;286;0
15.00-16.00;utara;768;2514;0,30548926;286;0
15.00-16.00;selatan;1562;943;1,656415695;286;1
15.15-16.15;timur;562;2671;0,210408087;286;0
15.15-16.15;barat;245;2671;0,091725945;286;0
15.15-16.15;utara;2820;2514;1,121718377;286;1
15.15-16.15;selatan;1569;943;1,663838812;286;1
15.30-16.30;timur;673;2671;0,251965556;286;0
15.30-16.30;barat;562;2671;0,210408087;286;0
15.30-16.30;utara;1782;2514;0,708830549;286;0
15.30-16.30;selatan;1782;943;1,88971368;286;1
15.45-16.45;timur;532;2671;0,199176338;286;0
15.45-16.45;barat;764;2671;0,286035193;286;0
15.45-16.45;utara;1724;2514;0,685759745;286;0
15.45-16.45;selatan;1983;943;2,102863203;286;1
16.00-17.00;timur;597;2671;0,223511793;286;0
16.00-17.00;barat;200;2671;0,074878323;286;0
16.00-17.00;utara;925;2514;0,367939539;286;0
16.00-17.00;selatan;1400;943;1,484623542;286;1
07:00-08:00;Timur;997;2617;0,380970577;286;0
07:00-08:00;Barat;745;2671;0,278921752;286;0
07:00-08:00;Utara;1845;2514;0,733890215;286;0
07:00-08:00;Selatan;1578;943;1,673382821;286;1
07:15-08:15;Timur;452;2671;0,169225009;286;0
07:15-08:15;Barat;762;2671;0,28528641;286;0
07:15-08:15;Utara;1894;2514;0,753381066;286;1
07:15-08:15;Selatan;1626;943;1,724284199;286;1
07:30-08:30;Timur;762;2671;0,28528641;286;0
07:30-08:30;Barat;562;2671;0,210408087;286;0
07:30-08:30;Utara;1782;2514;0,708830549;286;0
07:30-08:30;Selatan;1452;943;1,539766702;286;1
07:45-08:45;Timur;543;2671;0,203294646;286;0
07:45-08:45;Barat;267;2671;0,099962561;286;0
07:45-08:45;Utara;1320;2514;0,525059666;286;0
07:45-08:45;Selatan;1530;943;1,622481442;286;1
08:00-09:00;Timur;452;2671;0,169225009;286;0
08:00-09:00;Barat;354;2671;0,132534631;286;0
08:00-09:00;Utara;672;2514;0,267303103;286;0
08:00-09:00;Selatan;1567;943;1,661717922;286;1
12:00-13:00;Timur;598;2671;0,223886185;286;0
12:00-13:00;Barat;782;2671;0,292774242;286;0
12:00-13:00;Utara;1672;2514;0,665075577;286;0
12:00-13:00;Selatan;1982;943;2,101802757;286;1
12:15-13:15;Timur;542;2671;0,202920255;286;0
12:15-13:15;Barat;462;2671;0,172968925;286;0
12:15-13:15;Utara;985;2514;0,391805887;286;0
12:15-13:15;Selatan;1562;943;1,656415695;286;1
12:30-13:30;Timur;362;2671;0,135529764;286;0
12:30-13:30;Barat;563;2671;0,210782478;286;0
12:30-13:30;Utara;936;2514;0,372315036;286;0
12:30-13:30;Selatan;1281;943;1,358430541;286;1
12:45-13:45;Timur;610;2671;0,228378884;286;0
12:45-13:45;Barat;563;2671;0,210782478;286;0
12:45-13:45;Utara;1452;2514;0,577565632;286;0
12:45-13:45;Selatan;1562;943;1,656415695;286;1
13:00-14:00;Timur;542;2671;0,202920255;286;0
13:00-14:00;Barat;297;2671;0,111194309;286;0
13:00-14:00;Utara;8782;2514;3,493237868;286;1
13:00-14:00;Selatan;1023;943;1,084835631;286;1
15:00-16:00;Timur;686;2671;0,256832647;286;0
15:00-16:00;Barat;692;2671;0,259078997;286;0
15:00-16:00;Utara;1782;2514;0,708830549;286;0
15:00-16:00;Selatan;1469;943;1,557794274;286;1
15:15-16:15;Timur;563;2671;0,210782478;286;0
15:15-16:15;Barat;762;2671;0,28528641;286;0
15:15-16:15;Utara;985;2514;0,391805887;286;0
15:15-16:15;Selatan;1033;943;1,095440085;286;1
15:30-16:30;Timur;328;2671;0,122800449;286;0
15:30-16:30;Barat;612;2671;0,229127668;286;0
15:30-16:30;Utara;675;2514;0,26849642;286;0
15:30-16:30;Selatan;1396;943;1,48038176;286;1
15:45-16:45;Timur;564;2671;0,21115687;286;0
15:45-16:45;Barat;352;2671;0,131785848;286;0
15:45-16:45;Utara;964;2514;0,383452665;286;0
15:45-16:45;Selatan;1148;943;1,217391304;286;1
16:00-17:00;Timur;752;2671;0,281542493;286;0
16:00-17:00;Barat;689;2671;0,257955822;286;0
16:00-17:00;Utara;1682;2514;0,669053302;286;0
16:00-17:00;Selatan;1578;943;1,673382821;286;1
07:00-08:00;Timur;896;2617;0,342376767;286;0
07:00-08:00;Barat;785;2671;0,293897417;286;0
07:00-08:00;Utara;1793;2514;0,713206046;286;0
07:00-08:00;Selatan;1629;943;1,727465536;286;1
07:15-08:15;Timur;673;2671;0,251965556;286;0
07:15-08:15;Barat;556;2671;0,208161737;286;0
07:15-08:15;Utara;1765;2514;0,702068417;286;0
07:15-08:15;Selatan;1234;943;1,308589608;286;1
07:30-08:30;Timur;534;2671;0,199925122;286;0
07:30-08:30;Barat;599;2671;0,224260577;286;0
07:30-08:30;Utara;2796;2514;1,112171838;286;1
07:30-08:30;Selatan;1299;943;1,377518558;286;1
07:45-08:45;Timur;364;2671;0,136278547;286;0
07:45-08:45;Barat;589;2671;0,22051666;286;0
07:45-08:45;Utara;836;2514;0,332537788;286;0
07:45-08:45;Selatan;1352;943;1,433722163;286;1
08:00-09:00;Timur;352;2671;0,131785848;286;0
08:00-09:00;Barat;278;2671;0,104080869;286;0
08:00-09:00;Utara;572;2514;0,227525855;286;0
08:00-09:00;Selatan;1070;943;1,134676564;286;1
12:00-13:00;Timur;600;2671;0,224634968;286;0
12:00-13:00;Barat;783;2671;0,293148633;286;0
